,tweet,% Negative,% Neutral,% Positive,overall rating
4303,"and by your logic, let’s brush off suicide, self harm, reckless driving, and other forms of self injury. just because we’re all gonna die doesn’t make bad choices okay, and its unhelpful to not say anything about them. like sorry you get so responsibility is so offensive?",38.6,54.800000000000004,6.5,Negative
4304,self driving cars are possibly on of the worst ideas ever driving is a personal responsibility cars don't drive you you drive them just another way to not claim personal responsibility for your actions when the computer fails or miscalculates you get what you earned no sympathy,17.0,83.0,0.0,Negative
4305,"do love a good shaken quite a dirty one too please always drink responsibility and don’t drive , even autonomous self-driving vehicles",14.499999999999998,55.1,30.4,Positive
4306,‘incredible potential’ - uk government sinks £million into self-driving buses and vans this government has got all of its properties backwards. taking people and personal responsibility out of every equation.,0.0,100.0,0.0,Neutral
4307,"this is a distraction... how many daily fatalities are the result of autonomous cars? when a human causes a fatal crash, they are not only legally accountable but morally. when a ""self-driving"" car kills, the responsibility is obfuscated. especially since tesla removed lidar.",27.800000000000004,72.2,0.0,Negative
4308,"“but they explained it!” that’s not how legal responsibility works. as a manufacturer, tesla has a responsibility to produce a safe product. don’t sell “self-driving” tech if it doesn’t work and takes people’s lives.",3.6999999999999997,87.5,8.7,Positive
4309,"the problem is legal responsibility. if your mom was hit and killed by a self driving car you would want legal action, the paying of bills and funeral expenses. who is to blame? the corporation? the programmers specifically? the person in the driving wheel?",24.0,68.10000000000001,7.9,Negative
4310,"just like he will not take responsibility for the deaths due to his self driving technology, he will not take responsibility for twitter. platforms are not the government and do not have st amendment rights. they have necessary rules bc people will only believe their mindset.",0.0,94.69999999999999,5.3,Positive
4311,"i mean it’s fucking stupid but he’s right, for a car as unique as a tesla it’s your responsibility to know how your car works cause it’s not a normal vehicle with normal features if i ever get a self driving apple car best believe ima know everything there is to know about it",3.9,86.5,9.6,Positive
4312,i think what's important is that the person driving have good control of the vehicle. since if something were to happen then law enforcement may charge with impaired. it's the driver's responsibility to make this deduction and properly self-evaluate.,0.0,88.7,11.3,Positive
4313,probably a good idea while you beta test full self driving on public streets and wouldn’t want to take any responsibility for your beta-stage cars running over and killing people.,12.4,75.8,11.799999999999999,Negative
4314,the driver used the self driving mode. it comes with the car. why not use it? what if the brakes fail? responsibility?,16.1,83.89999999999999,0.0,Negative
4315,"actually, it's not proven in court there is clear responsibility chain. it's also unclear what the overall effect on traffic (both safety and performance) would be if -% of the cars are in self-driving mode, especially with multiple manufacturers and algorithms.",4.3999999999999995,83.7,11.899999999999999,Positive
4316,toxic behavior isn’t always something that is done with intent. some people have toxic tendencies that they are truly unaware of and it’s their responsibility to be able to self-identify that and come to a resolution. this is just a thought i had while driving today.,3.6999999999999997,90.3,6.0,Positive
4317,i doubt you'll be like forced head injury when some idiot decides to not wear a helmet while driving a scooter. but somehow self responsibility flies out the window just to satisfy unprotected sexual urges.,24.7,62.5,12.8,Negative
4318,"️⃣ competitor research subscription this is how apple got found out about its renewed self-driving car efforts job titles included ‘lead mechanisms design engineer’, with responsibility to: ‘test activities for mechanical devices involving moving parts and dynamics’",0.0,100.0,0.0,Neutral
4319,"should the responsibility for driving offenses caused by vehicles with self-driving features lies with the manufacturer of the driving system, the driver or a bit of both?",17.5,82.5,0.0,Negative
4320,we can never legislate personal responsibility. teach your kids how to shoot and drive safely. never mix alcohol with guns or driving. sad stats. % of the daily gun deaths are self inflicted. vehicle wrecks= deaths daily. alcohol related deaths= per day.,16.1,77.4,6.5,Negative
4321,"sidenote, i am respectfully saying that to you so please don't take it as aggressive. talking about self responsibility can be applied to anything. sex, walking across the street, driving, swimming, etc. at the end of the day, her body, her choice",3.5000000000000004,84.2,12.3,Positive
